iteration,dataset,model,noise_model,Accuracy,Precision,Recall,F1,ROC AUC,Min number of executions,Avg number of executions,Max number of executions,Classification time[s],Min time per forward pass[s],Avg time per forward pass[s],Max time per forward pass[s]
25,A,X,Basic,0.4666666666666667,0.4339622641509434,0.92,0.5897435897435898,0.6377142857142858,1024,1024.0,1024,7.0971828140009166,0.09966629699920304,0.11814437523329009,0.3254280910005036
1,A,Y,None,0.6,0.5555555555555556,0.2,0.29411764705882354,0.6857142857142857,1024,1024.0,1024,1.5692595740001707,0.0211042989994894,0.02613642289992034,0.04741060099877359
2,A,Y,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.6845714285714285,1024,1024.0,1024,1.4188798270006373,0.020928501000526012,0.02363265044993265,0.032221600000411854
3,A,Y,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.6742857142857143,1024,1024.0,1024,1.4968935269989743,0.02090000099997269,0.024931533783274062,0.030513300000166055
4,A,Y,None,0.6166666666666667,0.5833333333333334,0.28,0.3783783783783784,0.6845714285714286,1024,1024.0,1024,1.472941128000457,0.021305300000676652,0.024532153800100785,0.03216770099970745
5,A,Y,None,0.6166666666666667,0.6,0.24,0.34285714285714286,0.704,1024,1024.0,1024,1.4735224270007166,0.021090201000333764,0.024541155450151564,0.031621800999346306
6,A,Y,None,0.6,0.5384615384615384,0.28,0.3684210526315789,0.6828571428571428,1024,1024.0,1024,1.4284179259993834,0.02104280099956668,0.023791748766658807,0.027235399998971843
7,A,Y,None,0.6333333333333333,0.6363636363636364,0.28,0.3888888888888889,0.7022857142857143,1024,1024.0,1024,1.4686288980010431,0.021802400000524358,0.024460956633356547,0.029179499999372638
8,A,Y,None,0.5833333333333334,0.5,0.2,0.2857142857142857,0.6765714285714285,1024,1024.0,1024,1.4224312930000451,0.02135160000034375,0.02369155155001863,0.02698950000012701
9,A,Y,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.668,1024,1024.0,1024,1.4826383929994336,0.020781999999599066,0.02469490488338124,0.11606399999982386
10,A,Y,None,0.6333333333333333,0.6363636363636364,0.28,0.3888888888888889,0.6925714285714285,1024,1024.0,1024,1.4615996920001635,0.020985799999834853,0.024343606533511773,0.03894419999960519
11,A,Y,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.6902857142857143,1024,1024.0,1024,1.7994839910006704,0.021324200000890414,0.029973413183324738,0.1025779000010516
12,A,Y,None,0.6166666666666667,0.6,0.24,0.34285714285714286,0.6862857142857143,1024,1024.0,1024,1.4495484849994682,0.02102519999971264,0.024143818083363536,0.03183429899945622
13,A,Y,None,0.6166666666666667,0.6,0.24,0.34285714285714286,0.6834285714285714,1024,1024.0,1024,1.389247480999984,0.021132699999725446,0.023139124683408833,0.026697899000282632
14,A,Y,None,0.6166666666666667,0.6,0.24,0.34285714285714286,0.6782857142857144,1024,1024.0,1024,1.4120114810011728,0.021017499999288702,0.023517844683434912,0.030019899999388144
15,A,Y,None,0.6333333333333333,0.6363636363636364,0.28,0.3888888888888889,0.688,1024,1024.0,1024,1.4230836809983884,0.02121129999977711,0.023702448016714093,0.034321199000260094
16,A,Y,None,0.6333333333333333,0.6153846153846154,0.32,0.42105263157894735,0.6822857142857143,1024,1024.0,1024,1.4617574800013244,0.021352198999011307,0.024347131333464254,0.029956399001093814
17,A,Y,None,0.65,0.6666666666666666,0.32,0.43243243243243246,0.6977142857142858,1024,1024.0,1024,1.4440160800004378,0.020961100000931765,0.024051659666717264,0.03078060000007099
18,A,Y,None,0.6166666666666667,0.6,0.24,0.34285714285714286,0.6982857142857144,1024,1024.0,1024,1.6314546590001555,0.021512098999664886,0.02717358098322317,0.057957199000156834
19,A,Y,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.6868571428571428,1024,1024.0,1024,1.4652010629997676,0.021359598998969886,0.02440368771682794,0.03641269900072075
20,A,Y,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.6851428571428572,1024,1024.0,1024,1.4210413649998372,0.02147279999917373,0.023668589416683972,0.031990798999686376
21,A,Y,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.6862857142857143,1024,1024.0,1024,1.4750606629986578,0.021185399000387406,0.024568017716834825,0.037511098998948
22,A,Y,None,0.6166666666666667,0.625,0.2,0.30303030303030304,0.6754285714285715,1024,1024.0,1024,1.4646742639997683,0.02134419900175999,0.024394634400050564,0.03121599899895955
23,A,Y,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.6794285714285714,1024,1024.0,1024,1.5424583599997277,0.02152789899992058,0.025692867666748498,0.11951789600061602
24,A,Y,None,0.6,0.5555555555555556,0.2,0.29411764705882354,0.6754285714285715,1024,1024.0,1024,1.443116160999125,0.021209298998655868,0.024036566016760238,0.03141469900037919
25,A,Y,None,0.65,0.7,0.28,0.4,0.6891428571428571,1024,1024.0,1024,1.5114659589999064,0.021744399999079178,0.025174874316689966,0.04917119899982936
1,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.576,1024,1024.0,1024,7.4740754819995345,0.10515159699934884,0.12455005803327973,0.17660889500075427
2,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.6514285714285715,1024,1024.0,1024,7.081431661001261,0.10126469600072596,0.11800615434988988,0.23227629199936928
3,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.6,1024,1024.0,1024,6.91602869900089,0.10099849600010202,0.11524978998316632,0.19225969999934023
4,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.6954285714285715,1024,1024.0,1024,7.021374349000325,0.10427960000015446,0.11700462248351566,0.14520230000016454
5,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.64,1024,1024.0,1024,6.68045638500007,0.10069760900114488,0.1113250964168401,0.22087791999911133
6,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.6142857142857143,1024,1024.0,1024,6.732249174001481,0.10011090899934061,0.1121868645500399,0.21212022899999283
7,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.6388571428571428,1024,1024.0,1024,7.0964916920002,0.10018341300019529,0.11825677485006357,0.16638843699911376
8,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.6028571428571429,1024,1024.0,1024,7.017749571999957,0.10307382300015888,0.11694583953337011,0.19996264399924257
9,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.66,1024,1024.0,1024,6.7838444450007955,0.1025382179996086,0.11304712241668918,0.2036842040015472
10,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.5994285714285714,1024,1024.0,1024,6.634530852999887,0.10003330100153107,0.11055692755004808,0.1260047020005004
11,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.6394285714285715,1024,1024.0,1024,6.655591187000027,0.09955010999874503,0.11091041644986036,0.19119771999976365
12,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.6308571428571428,1024,1024.0,1024,6.6294207719984115,0.10106820300097752,0.11047340953321812,0.21180520499910926
13,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.6382857142857143,1024,1024.0,1024,6.865868291999504,0.10142710100080876,0.11441405653343585,0.2231799029996182
14,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.6051428571428572,1024,1024.0,1024,6.703498191000108,0.10045960099887452,0.1117070665166769,0.15410150199932104
15,A,Y,Basic,0.45,0.43103448275862066,1.0,0.6024096385542169,0.6594285714285715,1024,1024.0,1024,6.723827410000013,0.10097310199853382,0.11204793849995744,0.18915270300021803
16,A,Y,Basic,0.4666666666666667,0.43859649122807015,1.0,0.6097560975609756,0.6297142857142857,1024,1024.0,1024,6.635328515998481,0.10083030100031465,0.11057224360001783,0.19598150299862027
17,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.5857142857142856,1024,1024.0,1024,6.50957980199928,0.09934040200096206,0.10847748503329058,0.12216600199826644
18,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.6114285714285714,1024,1024.0,1024,6.532673296000212,0.09913230100028159,0.10886230660010672,0.19592320299852872
19,A,Y,Basic,0.4666666666666667,0.43859649122807015,1.0,0.6097560975609756,0.6468571428571429,1024,1024.0,1024,6.680601088999538,0.10014140099883662,0.11132749815008841,0.1992241030002333
20,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.6502857142857142,1024,1024.0,1024,6.794914584001162,0.10215340200011269,0.11323240806671796,0.19957250300103624
21,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.6028571428571429,1024,1024.0,1024,7.5297466890006035,0.10540780199880828,0.1254785064834626,0.19389510300061374
22,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.6257142857142858,1024,1024.0,1024,7.145379781999509,0.10333790100048645,0.11907303303360095,0.21989610299897322
23,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.7194285714285715,1024,1024.0,1024,8.119048288999693,0.10540820099959092,0.13529713815014474,0.2606648030014185
24,A,Y,Basic,0.43333333333333335,0.423728813559322,1.0,0.5952380952380952,0.6622857142857144,1024,1024.0,1024,6.8953364709996094,0.10670960099923832,0.11490238451657812,0.14106310199895233
25,A,Y,Basic,0.4166666666666667,0.4166666666666667,1.0,0.5882352941176471,0.6422857142857142,1024,1024.0,1024,7.381531458000609,0.10469460100102879,0.12300638596680073,0.2414521020000393
1,A,Z,None,0.6,0.5714285714285714,0.16,0.25,0.5371428571428571,1,12.616666666666667,50,20.827944581998963,0.022537397000633064,0.34710974969993913,1.4220683929997904
2,A,Z,None,0.5666666666666667,0.45454545454545453,0.2,0.2777777777777778,0.5142857142857142,1,12.4,50,19.237453061999986,0.022775400000682566,0.3206057427001118,1.5081596250001894
3,A,Z,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.5485714285714286,1,13.95,50,20.833929669999634,0.021311500000592787,0.347215182833376,1.32121060999998
4,A,Z,None,0.5333333333333333,0.36363636363636365,0.16,0.2222222222222222,0.48,1,15.1,50,22.781956161999915,0.026072700000440818,0.3796815460334377,1.3108832059988345
5,A,Z,None,0.55,0.4166666666666667,0.2,0.2702702702702703,0.5,1,13.35,50,19.285354308000024,0.021664600000804057,0.321406245133403,1.240071700000044
6,A,Z,None,0.5833333333333334,0.5,0.2,0.2857142857142857,0.5285714285714286,1,14.483333333333333,50,21.776113930000065,0.022995299001195235,0.36291446049993586,1.2896229899997707
7,A,Z,None,0.5666666666666667,0.45454545454545453,0.2,0.2777777777777778,0.5142857142857142,1,14.3,50,21.36486066299949,0.02252979900003993,0.356064289383509,1.3254305989994464
8,A,Z,None,0.6,0.5384615384615384,0.28,0.3684210526315789,0.5542857142857143,1,11.05,50,17.06395334499939,0.02170209900032205,0.2843815974166318,1.3122417020003923
9,A,Z,None,0.5666666666666667,0.46153846153846156,0.24,0.3157894736842105,0.52,1,14.016666666666667,50,20.87557569599994,0.02231990099971881,0.3479084815998552,1.2756111180005973
10,A,Z,None,0.5333333333333333,0.2857142857142857,0.08,0.125,0.46857142857142864,1,13.216666666666667,50,19.510593282000627,0.022931099998459104,0.3251562413667974,1.2787029680002888
11,A,Z,None,0.55,0.4,0.16,0.22857142857142856,0.4942857142857142,1,10.8,50,15.734475971999927,0.021876300999792875,0.26222354620016025,1.2322407080009725
12,A,Z,None,0.65,0.8333333333333334,0.2,0.3225806451612903,0.5857142857142857,1,14.7,50,21.86072137800147,0.02222310100114555,0.36432863796677945,1.259485113001574
13,A,Z,None,0.6,0.5555555555555556,0.2,0.29411764705882354,0.5428571428571428,1,11.65,50,18.26170419399932,0.022622598999078036,0.3043442815666519,1.377271703999213
14,A,Z,None,0.6,0.5454545454545454,0.24,0.3333333333333333,0.5485714285714286,1,12.816666666666666,50,19.520296536999012,0.024070299999948475,0.3253203072999592,1.435211670001081
15,A,Z,None,0.5333333333333333,0.36363636363636365,0.16,0.2222222222222222,0.48,1,16.15,50,24.618975137000234,0.022428099999160622,0.41029875561665297,1.5331217010007094
16,A,Z,None,0.65,0.6666666666666666,0.32,0.43243243243243246,0.6028571428571428,1,12.4,50,18.87271769399922,0.022444099999120226,0.3145285765664388,1.3077081000010367
17,A,Z,None,0.5833333333333334,0.5,0.16,0.24242424242424243,0.5228571428571428,1,13.6,50,20.67448502499974,0.02354840000043623,0.34455428708333785,1.2922112010001001
18,A,Z,None,0.5666666666666667,0.42857142857142855,0.12,0.1875,0.5028571428571429,1,10.616666666666667,50,16.217935279000812,0.022006299999702605,0.2702814663166464,1.4284961979992659
19,A,Z,None,0.5166666666666667,0.375,0.24,0.2926829268292683,0.4771428571428571,1,14.233333333333333,50,21.58877399300036,0.021675699999832432,0.35979371988323694,1.2046982690008008
20,A,Z,None,0.6166666666666667,0.625,0.2,0.30303030303030304,0.557142857142857,1,11.616666666666667,50,17.90059699899939,0.02188659999956144,0.2983263283168526,1.3190140980004799
21,A,Z,None,0.5333333333333333,0.38461538461538464,0.2,0.2631578947368421,0.4857142857142857,1,10.45,50,15.631766089001758,0.021882600000026287,0.26051273648330003,1.25395720799861
22,A,Z,None,0.65,0.6666666666666666,0.32,0.43243243243243246,0.6028571428571428,1,13.5,50,21.04584931699901,0.023772399999870686,0.35074462194973727,1.3262455969997973
23,A,Z,None,0.6333333333333333,0.6363636363636364,0.28,0.3888888888888889,0.5828571428571429,1,11.966666666666667,39,18.610598064000442,0.021845197999937227,0.3101592743998784,1.029818396000337
24,A,Z,None,0.5833333333333334,0.5,0.28,0.358974358974359,0.54,1,13.7,50,20.98975844099914,0.02330910000091535,0.3498113073500766,1.4452131960006227
25,A,Z,None,0.55,0.4,0.16,0.22857142857142856,0.4942857142857142,1,12.716666666666667,50,18.437569634999818,0.023182900000392692,0.30727574558344106,1.2154688099999476
1,A,Z,Basic,0.4666666666666667,0.4,0.56,0.4666666666666667,0.4800000000000001,1,16.383333333333333,50,114.68115250099981,0.10868829900027777,1.9113334366834047,5.957802262000769
2,A,Z,Basic,0.4166666666666667,0.3611111111111111,0.52,0.4262295081967213,0.43142857142857144,2,18.3,50,125.10017838699969,0.21457849999933387,2.0849835447833964,5.957919463000508
3,A,Z,Basic,0.5333333333333333,0.45714285714285713,0.64,0.5333333333333333,0.5485714285714287,1,16.633333333333333,50,113.7928926780005,0.10223779900115915,1.8965294362998066,5.4709356389994355
4,A,Z,Basic,0.5333333333333333,0.45714285714285713,0.64,0.5333333333333333,0.5485714285714287,1,16.866666666666667,50,117.80602820799868,0.11108419999982289,1.9634131667999706,6.958969156999956
5,A,Z,Basic,0.45,0.3888888888888889,0.56,0.45901639344262296,0.46571428571428575,1,16.75,50,115.14790921200074,0.10402150099980645,1.9191133252001236,5.873319436999736
6,A,Z,Basic,0.4666666666666667,0.3870967741935484,0.48,0.42857142857142855,0.4685714285714286,1,15.716666666666667,50,103.13387296099972,0.10274789899995085,1.7188806193499961,5.604885220000142
7,A,Z,Basic,0.48333333333333334,0.40625,0.52,0.45614035087719296,0.4885714285714286,1,15.116666666666667,50,99.33538106800006,0.1005121970010805,1.6555724378000378,5.625978630998361
8,A,Z,Basic,0.36666666666666664,0.3333333333333333,0.52,0.40625,0.38857142857142857,1,14.233333333333333,50,97.21930990200053,0.10425850100000389,1.6203032500333998,5.727223805999529
9,A,Z,Basic,0.5166666666666667,0.4473684210526316,0.68,0.5396825396825397,0.54,1,17.266666666666666,50,116.73169907600095,0.11303030000090075,1.9455081846000213,5.724074609001036
10,A,Z,Basic,0.4666666666666667,0.4146341463414634,0.68,0.5151515151515151,0.49714285714285716,1,17.566666666666666,50,119.22043615400071,0.10310439899876656,1.9869871975665774,6.003910404000635
11,A,Z,Basic,0.43333333333333335,0.3548387096774194,0.44,0.39285714285714285,0.4342857142857143,1,15.9,50,110.93997639400004,0.1233100010013004,1.8489810582332817,6.161087708000196
12,A,Z,Basic,0.5166666666666667,0.4473684210526316,0.68,0.5396825396825397,0.54,1,19.1,50,129.6941461839997,0.10874119899926882,2.161549584716704,5.809766428999865
13,A,Z,Basic,0.45,0.4,0.64,0.49230769230769234,0.4771428571428572,1,15.366666666666667,50,102.86122016899935,0.10342728099931264,1.714334444466537,5.825840859999516
14,A,Z,Basic,0.5,0.41935483870967744,0.52,0.4642857142857143,0.5028571428571429,1,18.233333333333334,50,118.09413124800085,0.09988250000060361,1.9682157457999891,5.439633153000614
15,A,Z,Basic,0.4166666666666667,0.35294117647058826,0.48,0.4067796610169492,0.4257142857142857,1,13.783333333333333,50,89.01977283999986,0.10204490499927488,1.4836464956665318,5.538289275998977
16,A,Z,Basic,0.43333333333333335,0.37142857142857144,0.52,0.43333333333333335,0.44571428571428573,1,20.616666666666667,50,137.95884256300087,0.10383929900126532,2.2992953177332915,5.581057833000159
17,A,Z,Basic,0.5,0.43243243243243246,0.64,0.5161290322580645,0.52,1,16.8,50,117.30088705599883,0.1044716040014464,1.954995664266759,6.62230078399989
18,A,Z,Basic,0.38333333333333336,0.3333333333333333,0.48,0.39344262295081966,0.39714285714285713,1,18.65,50,136.62960067800122,0.11345780599913269,2.2771390946334273,6.8555504830001155
19,A,Z,Basic,0.48333333333333334,0.40625,0.52,0.45614035087719296,0.4885714285714286,1,12.833333333333334,50,85.82007215500016,0.09902769799919042,1.4303152809166628,5.729891275999762
20,A,Z,Basic,0.45,0.4,0.64,0.49230769230769234,0.4771428571428572,1,17.066666666666666,50,110.03935165599978,0.09975320299963641,1.8339712075999766,5.780382938000912
21,A,Z,Basic,0.5,0.41935483870967744,0.52,0.4642857142857143,0.5028571428571429,1,19.933333333333334,50,127.15185317099895,0.10282890000053158,2.1191805278499487,5.953749051001068
22,A,Z,Basic,0.48333333333333334,0.425,0.68,0.5230769230769231,0.5114285714285715,1,18.033333333333335,50,123.00025813399952,0.10063300099864136,2.0499842588999853,6.769064216001425
23,A,Z,Basic,0.65,0.5588235294117647,0.76,0.6440677966101694,0.6657142857142856,1,13.616666666666667,43,93.64805339800114,0.10309560300083831,1.5607808299833474,5.233307499000148
24,A,Z,Basic,0.48333333333333334,0.40625,0.52,0.45614035087719296,0.4885714285714286,1,13.416666666666666,50,91.36125069199989,0.10054130000025907,1.522669016533382,5.904338192000068
